"","vm1r","vm2r","vm1c","vm2c","rt","thr","activedurationvm1","avm1","bwrxvm1","bwtxvm1","uvm1","memcommitedvm1","memresidentvm1","netusagerxvm1","netusagetxvm1","qvm1","quvm1","queuestatusvm1","stealvm1","activedurationvm2","avm2","bwrxvm2","bwtxvm2","uvm2","memcommitedvm2","memresidentvm2","netusagerxvm2","netusagetxvm2","qvm2","quvm2","queuestatusvm2","stealvm2"
209,10,100,10,50,5243.04,28.01,4.43,0.95,6431622.84,6514612.12,0.25,19.11,0.00,48.94,50.30,17443.44,0.06,0.04,0.04,0.96,0.36,4755632.28,4850993.27,0.03,22.10,0.00,36.31,35.74,0.00,0.00,0.00,0.06
210,10,100,10,50,5360.00,29.00,4.50,1.00,6685043.42,6718987.58,0.26,19.29,0.00,50.62,50.96,18246.47,0.07,0.04,0.04,1.00,0.37,4919140.48,4943723.24,0.03,23.15,0.00,37.27,37.45,0.00,0.00,0.00,0.06
211,10,100,10,50,4964.16,29.42,2.26,0.55,10824284.48,10568304.19,0.27,19.00,0.00,83.53,83.32,19209.78,0.13,-0.10,0.00,0.97,0.35,7119644.51,7093980.45,0.03,22.44,0.00,55.49,55.48,0.00,0.00,0.00,0.08
212,10,100,10,50,5138.00,30.00,2.32,0.57,10996860.27,11050415.09,0.27,19.73,0.00,83.59,84.05,19494.81,0.13,-0.11,0.00,1.00,0.37,7400224.33,7440325.64,0.03,23.29,0.00,56.24,56.55,0.00,0.00,0.00,0.09
213,10,100,10,50,4746.34,29.89,2.95,0.72,14113933.16,14586365.66,0.26,19.20,0.00,107.85,110.68,17612.85,0.16,-0.18,0.00,1.00,0.35,9863930.89,9832101.49,0.03,22.99,0.00,73.11,73.50,0.00,0.00,0.00,0.00
214,10,100,10,50,4826.00,30.00,3.00,0.73,14741195.68,14821106.27,0.27,19.35,0.00,112.14,112.73,18461.81,0.17,-0.18,0.00,1.00,0.37,9926927.61,9984431.15,0.04,23.18,0.00,75.52,75.94,0.00,0.00,0.00,0.00
215,10,100,10,50,5337.45,28.07,2.47,0.64,16771968.65,17070887.97,0.27,18.60,0.00,132.07,129.00,18477.63,0.12,-0.15,0.08,0.97,0.36,12002483.66,11657213.37,0.04,22.91,0.00,87.01,88.28,0.00,0.00,0.00,0.09
216,10,100,10,50,5403.00,29.00,2.52,0.64,17579332.52,17680714.30,0.27,19.46,0.00,133.83,134.57,18899.27,0.12,-0.16,0.08,1.00,0.38,12019536.41,12091740.26,0.04,23.24,0.00,91.41,92.03,0.00,0.00,0.00,0.09
217,10,100,10,100,4789.47,28.89,2.26,0.59,3312706.77,3263431.47,0.22,18.69,0.00,25.08,24.60,12178.97,0.06,-0.17,0.04,0.99,0.38,2359913.21,2345960.02,0.03,22.88,0.00,17.87,18.11,0.00,0.00,0.00,0.12
218,10,100,10,100,5037.00,30.00,2.29,0.61,3376743.62,3380702.25,0.23,19.32,0.00,25.33,25.46,12529.08,0.07,-0.17,0.04,1.00,0.38,2404433.47,2410339.06,0.03,22.94,0.00,18.12,18.15,0.00,0.00,0.00,0.12
219,10,100,10,100,4917.91,28.39,3.61,0.88,7486933.84,7609038.23,0.26,19.20,0.00,57.25,56.77,15935.01,0.11,-0.09,0.09,1.00,0.36,4785724.31,4771243.91,0.03,22.98,0.00,36.32,35.73,0.00,0.00,0.00,0.12
220,10,100,10,100,5059.00,29.00,3.73,0.91,7713167.76,7740321.57,0.26,19.45,0.00,58.43,58.71,16485.79,0.11,-0.10,0.09,1.00,0.38,4812059.15,4831393.00,0.03,23.24,0.00,36.41,36.53,0.00,0.00,0.00,0.12
221,10,100,10,100,4989.92,29.63,2.36,0.64,9992170.70,9941657.70,0.25,19.34,0.00,75.45,75.96,32846.23,0.12,-0.17,0.10,0.96,0.34,7869437.54,7876683.49,0.03,22.15,0.00,58.80,58.88,0.00,0.00,0.00,0.03
222,10,100,10,100,5213.00,30.00,2.42,0.64,10137727.58,10180422.79,0.26,19.56,0.00,76.96,77.42,33005.61,0.12,-0.18,0.11,1.00,0.34,7934167.84,7970591.65,0.03,23.10,0.00,60.29,60.65,0.00,0.00,0.00,0.03
223,10,100,10,100,4995.20,28.65,1.56,0.37,14603450.79,14561238.12,0.24,19.32,0.00,109.40,109.31,51637.65,0.17,-0.11,0.12,0.97,0.40,9002536.34,8960513.45,0.03,23.40,0.00,66.61,66.63,0.00,0.00,0.00,0.08
224,10,100,10,100,5253.00,29.00,1.59,0.39,14769091.55,14837632.09,0.25,19.64,0.00,112.41,112.95,53194.99,0.18,-0.12,0.12,1.00,0.40,9115077.67,9159813.75,0.03,23.41,0.00,69.31,69.67,0.00,0.00,0.00,0.08
225,10,100,10,100,5143.43,28.76,2.41,0.57,19356071.89,18601128.21,0.22,18.85,0.00,144.38,146.66,50549.04,0.17,-0.06,0.08,0.98,0.36,12201375.64,12156118.53,0.02,22.62,0.00,91.57,93.20,0.00,0.00,0.00,0.03
226,10,100,10,100,5259.00,29.00,2.48,0.58,19369371.67,19450149.48,0.23,19.59,0.00,147.43,148.10,51137.10,0.18,-0.06,0.08,1.00,0.37,12448759.70,12509945.94,0.02,23.15,0.00,94.73,95.18,0.00,0.00,0.00,0.03
227,10,100,50,10,5507.80,27.89,0.95,0.29,3137961.30,3140579.32,0.04,19.01,0.00,23.68,24.22,62814.91,0.26,0.01,0.11,1.90,0.56,2932020.01,2909485.43,0.19,23.11,0.00,21.95,22.37,0.00,0.00,0.00,0.10
228,10,100,50,10,5625.00,29.00,1.00,0.30,3236449.04,3238727.15,0.04,19.32,0.00,24.33,24.41,64984.33,0.27,0.01,0.11,1.96,0.59,3006253.96,3014360.70,0.19,23.22,0.00,22.67,22.78,0.00,0.00,0.00,0.10
229,10,100,50,10,5522.63,28.75,0.96,0.26,6933990.58,7140769.83,0.04,18.76,0.00,55.13,53.58,60391.34,0.18,0.07,0.08,1.66,0.55,5488548.80,5376271.01,0.24,22.75,0.00,39.99,42.05,0.00,0.00,0.00,0.09
230,10,100,50,10,5532.00,29.00,1.00,0.27,7298927.12,7306662.21,0.04,19.38,0.00,55.38,55.42,60657.86,0.19,0.07,0.08,1.72,0.56,5521166.24,5543472.69,0.24,23.40,0.00,41.86,42.07,0.00,0.00,0.00,0.09
231,10,100,50,10,5280.16,26.69,0.97,0.26,10719951.08,10663847.61,0.04,18.43,0.00,79.39,82.77,53880.37,0.22,-0.03,0.00,1.82,0.54,8532491.55,8926656.18,0.25,22.31,0.00,65.73,65.44,0.00,0.00,0.00,0.07
232,10,100,50,10,5417.00,28.00,1.00,0.27,10908153.54,10934190.96,0.04,19.38,0.00,82.83,83.08,54832.69,0.22,-0.03,0.00,1.89,0.57,8889376.30,8927283.59,0.25,23.18,0.00,67.52,67.89,0.00,0.00,0.00,0.07
233,10,100,50,10,5346.79,28.83,0.97,0.20,18622661.81,18865780.79,0.04,18.89,0.00,142.67,146.62,85692.81,0.23,0.05,0.05,2.10,0.71,10412300.07,10437296.20,0.22,22.71,0.00,80.01,77.96,0.00,0.00,0.00,0.09
234,10,100,50,10,5579.00,29.00,1.00,0.20,19397062.28,19455881.17,0.04,19.61,0.00,147.72,148.17,88877.14,0.24,0.05,0.05,2.20,0.73,10649001.73,10694484.03,0.22,23.33,0.00,80.93,81.37,0.00,0.00,0.00,0.10
235,10,100,50,10,5603.98,28.16,1.00,0.23,20575115.50,20230463.04,0.06,18.67,0.00,156.25,158.10,45790.28,0.23,0.01,0.09,1.78,0.55,14221204.79,14169503.48,0.20,21.95,0.00,107.13,107.91,0.00,0.00,0.00,0.03
236,10,100,50,10,5796.00,29.00,1.00,0.23,20765378.67,20830342.86,0.06,19.38,0.00,158.14,158.57,47277.90,0.23,0.01,0.10,1.79,0.56,14284917.68,14350207.86,0.21,22.96,0.00,108.71,109.25,0.00,0.00,0.00,0.03
237,10,100,50,50,4727.39,28.76,1.00,0.32,2901650.67,3014655.09,0.04,18.99,0.00,22.21,22.72,205224.70,0.25,-0.01,0.00,0.97,0.43,2124672.96,2238132.85,0.04,23.39,0.00,15.99,16.08,0.00,0.00,0.00,0.05
238,10,100,50,50,4850.00,29.00,1.00,0.32,3021451.28,3022152.21,0.04,19.30,0.00,22.72,22.72,207959.04,0.26,-0.01,0.00,1.00,0.43,2234567.18,2240394.23,0.04,23.44,0.00,16.77,16.85,0.00,0.00,0.00,0.05
239,10,100,50,50,4871.72,29.12,0.96,0.32,5817848.34,5786933.26,0.04,18.93,0.00,43.68,44.89,213066.95,0.26,0.09,0.00,0.97,0.42,4437122.83,4446752.44,0.04,22.86,0.00,32.53,33.15,0.00,0.00,0.00,0.02
240,10,100,50,50,4882.00,30.00,1.00,0.32,6040085.52,6054341.76,0.04,19.45,0.00,45.72,45.86,220067.38,0.27,0.10,0.00,1.00,0.43,4468928.90,4486730.31,0.04,23.38,0.00,33.87,33.97,0.00,0.00,0.00,0.03
241,10,100,50,50,5112.99,27.78,0.96,0.32,8897892.86,8846926.94,0.04,19.25,0.00,66.93,68.19,204552.51,0.24,0.07,0.07,0.97,0.43,6426408.62,6555519.92,0.04,23.30,0.00,49.02,49.45,0.00,0.00,0.00,0.05
242,10,100,50,50,5184.00,29.00,1.00,0.32,9014610.79,9044144.00,0.04,19.31,0.00,68.45,68.62,206395.38,0.26,0.07,0.07,1.00,0.43,6670659.13,6700512.87,0.04,23.38,0.00,50.64,50.82,0.00,0.00,0.00,0.05
243,10,100,50,50,4837.83,29.04,0.97,0.30,12252232.90,12358172.57,0.04,18.79,0.00,93.26,93.96,209344.42,0.25,0.09,0.00,0.97,0.41,9011778.55,8838565.77,0.03,23.31,0.00,69.22,67.46,0.00,0.00,0.00,0.00
244,10,100,50,50,5056.00,30.00,1.00,0.31,12481763.11,12511164.29,0.04,19.41,0.00,94.89,95.14,218702.30,0.26,0.10,0.00,1.00,0.42,9142561.89,9185095.84,0.03,23.49,0.00,69.45,69.82,0.00,0.00,0.00,0.00
245,10,100,50,50,4734.15,27.76,1.00,0.32,14976568.96,14975413.80,0.04,18.50,0.00,111.44,110.53,193995.82,0.24,-0.07,0.00,0.98,0.38,11534397.30,11575282.23,0.05,22.46,0.00,91.27,89.16,0.00,0.00,0.00,0.16
246,10,100,50,50,4904.00,29.00,1.00,0.32,15061340.59,15098777.34,0.05,19.45,0.00,114.59,114.93,195933.12,0.26,-0.07,0.00,1.00,0.40,12061557.36,12118995.42,0.05,23.32,0.00,91.75,92.22,0.00,0.00,0.00,0.16
247,10,100,50,100,4775.91,29.80,0.96,0.31,2921048.41,2986327.80,0.04,18.99,0.00,22.06,22.58,230341.35,0.27,0.09,0.03,1.00,0.43,2158845.04,2212941.36,0.03,23.46,0.00,16.70,16.71,0.00,0.00,0.00,0.00
248,10,100,50,100,4815.00,30.00,1.00,0.32,3031975.14,3033867.28,0.04,19.41,0.00,22.83,22.83,231999.05,0.28,0.09,0.03,1.00,0.43,2240088.28,2247162.03,0.03,23.46,0.00,16.82,16.92,0.00,0.00,0.00,0.00
249,10,100,50,100,5165.14,27.78,0.99,0.32,5750947.93,5876421.28,0.05,19.06,0.00,43.68,45.79,236846.42,0.26,-0.07,0.07,0.99,0.42,4318977.27,4290445.50,0.03,22.36,0.00,32.78,33.27,0.00,0.00,0.00,0.00
250,10,100,50,100,5430.00,29.00,1.00,0.32,6028966.55,6039694.38,0.05,19.41,0.00,45.66,45.83,242051.64,0.27,-0.07,0.07,1.00,0.43,4453415.08,4472523.38,0.03,23.46,0.00,33.77,33.87,0.00,0.00,0.00,0.00
251,10,100,50,100,4791.52,29.05,0.96,0.31,11722349.59,12040940.43,0.05,19.02,0.00,88.72,88.61,232322.94,0.26,0.07,0.03,0.98,0.41,8521211.35,8812174.84,0.03,22.78,0.00,65.33,66.68,0.00,0.00,0.00,0.03
252,10,100,50,100,4805.00,30.00,1.00,0.32,12092031.69,12118250.76,0.05,19.31,0.00,91.90,92.14,236049.33,0.27,0.07,0.03,1.00,0.43,8933773.44,8973561.64,0.03,23.49,0.00,67.92,68.21,0.00,0.00,0.00,0.03
253,10,100,50,100,4707.21,29.47,0.99,0.31,15120101.52,14912321.31,0.05,19.34,0.00,110.89,110.13,227959.44,0.26,0.09,0.00,0.99,0.42,10966669.78,11444987.24,0.03,22.33,0.00,83.40,85.65,0.00,0.00,0.00,0.03
254,10,100,50,100,4908.00,30.00,1.00,0.32,15125863.62,15159978.21,0.05,19.41,0.00,115.07,115.34,236733.76,0.27,0.10,0.00,1.00,0.42,11470246.13,11524195.37,0.03,23.38,0.00,87.29,87.71,0.00,0.00,0.00,0.03
255,10,100,100,10,5359.83,27.88,0.96,0.33,2778096.88,2814002.19,0.03,18.53,0.00,21.73,21.46,81184.96,0.24,-0.01,0.03,1.89,0.58,2803636.27,2832880.69,0.23,23.03,0.00,21.46,21.51,0.00,0.00,0.00,0.00
256,10,100,100,10,5555.00,29.00,1.00,0.33,2910344.73,2918568.03,0.03,19.30,0.00,21.90,21.93,83816.16,0.24,-0.01,0.03,1.89,0.59,2859320.79,2872430.68,0.24,23.38,0.00,21.64,21.71,0.00,0.00,0.00,0.00
257,10,100,100,10,4962.02,27.32,0.99,0.29,6304217.78,6300875.38,0.03,18.83,0.00,46.71,47.07,61528.28,0.24,0.01,0.00,1.91,0.62,5345954.89,5342481.55,0.22,22.94,0.00,41.03,41.53,0.00,0.00,0.00,0.00
258,10,100,100,10,5138.00,28.00,1.00,0.30,6446548.48,6478410.15,0.03,19.44,0.00,48.85,49.11,64051.09,0.24,0.01,0.00,1.93,0.62,5506323.38,5537660.55,0.23,23.80,0.00,41.69,42.03,0.00,0.00,0.00,0.00
259,10,100,100,10,5931.66,27.44,0.97,0.23,12017811.29,12412270.52,0.02,19.42,0.00,92.36,91.22,22192.07,0.14,0.01,0.05,2.25,0.80,7334967.77,7250040.41,0.25,23.19,0.00,55.97,55.38,0.00,0.00,0.00,0.06
260,10,100,100,10,6242.00,28.00,1.00,0.23,12419761.24,12491062.33,0.03,19.45,0.00,94.38,95.10,23234.70,0.14,0.01,0.05,2.28,0.81,7410495.00,7455728.12,0.27,23.56,0.00,56.28,56.59,0.00,0.00,0.00,0.06
261,10,100,100,10,6575.49,27.97,0.98,0.22,15708729.38,16505535.81,0.03,19.45,0.00,121.38,120.75,11168.23,0.13,0.00,0.04,2.01,0.66,10357870.69,10609052.60,0.27,23.18,0.00,79.00,79.98,0.00,0.00,0.00,0.03
262,10,100,100,10,6676.00,28.00,1.00,0.23,16527217.71,16627369.29,0.03,19.55,0.00,125.81,126.57,11221.29,0.13,0.00,0.04,2.07,0.67,10860357.97,10928609.07,0.28,23.47,0.00,82.59,83.07,0.00,0.00,0.00,0.03
263,10,100,100,10,5441.75,27.94,1.00,0.26,17713657.71,17953171.37,0.03,19.47,0.00,133.25,132.79,27998.13,0.16,0.00,0.00,1.56,0.51,13000710.84,13516193.15,0.24,22.98,0.00,99.37,103.68,0.00,0.00,0.00,0.03
264,10,100,100,10,5460.00,28.00,1.00,0.27,18059772.08,18173345.25,0.03,19.48,0.00,137.54,138.46,29137.72,0.17,0.00,0.00,1.62,0.52,13556323.45,13642799.86,0.25,23.52,0.00,103.17,103.83,0.00,0.00,0.00,0.03
265,10,100,100,50,4811.85,29.52,0.96,0.32,2885450.28,2993760.93,0.03,19.07,0.00,22.17,22.65,194914.63,0.27,0.08,0.14,0.98,0.40,2204610.56,2206437.25,0.04,22.63,0.00,16.95,17.22,0.00,0.00,0.00,0.05
266,10,100,100,50,5045.00,30.00,1.00,0.32,3034367.00,3038283.34,0.03,19.34,0.00,22.90,22.90,205155.33,0.28,0.08,0.14,1.00,0.42,2305264.74,2313667.53,0.04,23.46,0.00,17.32,17.39,0.00,0.00,0.00,0.05
267,10,100,100,50,4727.02,27.90,0.96,0.32,5949840.89,6074173.49,0.03,19.12,0.00,45.38,45.04,205111.44,0.26,0.11,0.10,0.96,0.42,4473790.23,4316249.94,0.04,23.39,0.00,33.76,33.81,0.00,0.00,0.00,0.08
268,10,100,100,50,4906.00,29.00,1.00,0.32,6056761.55,6074540.79,0.03,19.30,0.00,45.90,46.03,215059.21,0.27,0.12,0.10,1.00,0.43,4477178.69,4500397.28,0.04,23.41,0.00,33.85,34.08,0.00,0.00,0.00,0.08
269,10,100,100,50,4676.54,28.10,0.98,0.31,9027875.10,8715122.53,0.03,18.57,0.00,65.91,68.83,209179.77,0.26,0.11,0.03,0.98,0.43,6435626.75,6574009.89,0.04,23.16,0.00,49.40,50.53,0.00,0.00,0.00,0.03
270,10,100,100,50,4803.00,29.00,1.00,0.32,9041141.48,9077551.72,0.03,19.40,0.00,68.69,68.93,209220.41,0.27,0.12,0.03,1.00,0.43,6687171.38,6724602.72,0.04,23.49,0.00,50.77,51.03,0.00,0.00,0.00,0.03
271,10,100,100,50,4820.80,28.71,0.99,0.32,11771369.75,12115794.45,0.03,18.80,0.00,90.25,89.24,204314.55,0.26,0.06,0.00,0.98,0.40,9080368.85,9159103.96,0.04,22.66,0.00,66.69,70.05,0.00,0.00,0.00,0.08
272,10,100,100,50,4875.00,30.00,1.00,0.32,12079809.34,12116359.69,0.03,19.41,0.00,91.86,92.14,207930.79,0.27,0.06,0.00,1.00,0.42,9160607.97,9214474.58,0.04,23.38,0.00,69.61,70.05,0.00,0.00,0.00,0.08
273,10,100,100,50,5109.25,28.09,0.98,0.32,14772767.68,14365565.93,0.03,18.67,0.00,112.87,111.56,226601.39,0.26,-0.01,0.03,1.00,0.41,10885483.10,11081022.71,0.04,23.34,0.00,81.06,84.41,0.00,0.00,0.00,0.00
274,10,100,100,50,5185.00,29.00,1.00,0.32,15058021.83,15109431.76,0.03,19.30,0.00,114.59,115.00,227734.96,0.27,-0.01,0.03,1.00,0.43,11122554.56,11188749.67,0.04,23.38,0.00,84.59,85.10,0.00,0.00,0.00,0.00
275,10,100,100,100,4870.94,29.47,0.96,0.32,2940583.24,2933653.21,0.03,19.34,0.00,22.63,22.06,226728.24,0.26,0.09,0.03,0.97,0.42,2204787.35,2153176.95,0.03,22.61,0.00,16.77,16.65,0.00,0.00,0.00,0.07
276,10,100,100,100,4882.00,30.00,1.00,0.32,3020696.41,3033022.79,0.03,19.48,0.00,22.76,22.83,237595.55,0.27,0.10,0.03,1.00,0.43,2235476.92,2245544.92,0.03,23.28,0.00,16.79,16.85,0.00,0.00,0.00,0.08
277,10,100,100,100,4769.93,28.22,0.97,0.32,5902007.76,5796672.80,0.03,18.98,0.00,43.40,44.46,229317.54,0.26,0.07,0.00,0.96,0.42,4445135.30,4263163.94,0.03,23.00,0.00,32.36,33.14,0.00,0.00,0.00,0.15
278,10,100,100,100,4920.00,29.00,1.00,0.32,6019319.45,6038437.38,0.03,19.38,0.00,45.62,45.76,236904.92,0.27,0.07,0.00,1.00,0.43,4448009.87,4471341.46,0.03,23.41,0.00,33.69,33.90,0.00,0.00,0.00,0.16
279,10,100,100,100,4428.04,29.05,0.99,0.32,8619878.91,9038543.93,0.03,18.76,0.00,67.80,67.85,187556.26,0.27,0.13,0.10,0.97,0.41,6644273.57,6711472.25,0.03,22.94,0.00,48.72,48.75,0.00,0.00,0.00,0.05
280,10,100,100,100,4573.00,30.00,1.00,0.32,9043542.83,9074298.86,0.03,19.30,0.00,68.76,68.93,191730.14,0.28,0.14,0.10,1.00,0.43,6681262.38,6718978.36,0.03,23.49,0.00,50.72,50.97,0.00,0.00,0.00,0.05
281,10,100,100,100,5099.03,27.94,0.99,0.31,11715951.51,12063306.76,0.03,19.16,0.00,90.53,89.98,215290.03,0.26,0.13,0.00,0.96,0.42,8734321.25,8777180.54,0.03,22.36,0.00,66.15,66.01,0.00,0.00,0.00,0.08
282,10,100,100,100,5357.00,29.00,1.00,0.32,12060592.21,12086586.93,0.03,19.41,0.00,91.72,91.90,218056.66,0.27,0.14,0.00,1.00,0.43,8900675.28,8950595.97,0.03,23.49,0.00,67.62,68.08,0.00,0.00,0.00,0.08
283,10,100,100,100,4727.57,28.41,0.99,0.31,14499951.64,14889624.00,0.02,19.26,0.00,112.44,114.33,217575.69,0.26,0.09,0.03,0.97,0.39,11590761.90,12090630.17,0.03,22.72,0.00,88.71,90.97,0.00,0.00,0.00,0.05
284,10,100,100,100,4949.00,29.00,1.00,0.32,15080562.76,15120959.31,0.03,19.31,0.00,114.79,115.10,226215.51,0.27,0.10,0.03,1.00,0.40,12060618.33,12129820.25,0.03,23.46,0.00,91.78,92.33,0.00,0.00,0.00,0.05
285,50,10,10,10,5580.47,27.52,3.23,0.72,4048490.84,4069213.92,0.25,19.27,0.00,30.70,30.79,0.00,0.00,0.00,0.04,2.37,0.70,2774935.33,2857797.97,0.23,23.00,0.00,20.61,20.75,1145.63,0.04,0.04,0.06
286,50,10,10,10,5730.00,28.00,3.35,0.74,4081736.60,4095245.90,0.25,19.52,0.00,30.80,30.95,0.00,0.00,0.00,0.04,2.41,0.72,2879768.63,2877312.04,0.24,23.26,0.00,21.67,21.74,1158.65,0.04,0.05,0.06
287,50,10,10,10,5712.12,26.63,2.45,0.46,9489017.82,9486261.13,0.21,19.08,0.00,70.63,73.21,0.00,0.00,0.00,0.06,1.79,0.52,5570172.97,5601781.49,0.20,22.36,0.00,42.32,43.82,6144.37,0.07,0.02,0.00
288,50,10,10,10,5997.00,28.00,2.47,0.47,9622751.94,9671270.71,0.22,19.39,0.00,73.00,73.53,0.00,0.00,0.00,0.06,1.81,0.54,5815711.59,5823528.19,0.21,23.07,0.00,44.11,44.19,6425.81,0.08,0.02,0.00
289,50,10,10,10,6166.51,27.95,1.87,0.40,12256057.63,12845862.04,0.23,19.09,0.00,97.03,98.08,0.00,0.00,0.00,0.09,2.61,0.76,8473702.50,8693971.82,0.25,23.20,0.00,65.39,63.12,20109.42,0.11,0.04,0.00
290,50,10,10,10,6242.00,28.00,1.95,0.41,12853052.58,12924649.00,0.23,19.65,0.00,97.74,98.26,0.00,0.00,0.00,0.09,2.63,0.79,8686808.19,8709910.93,0.25,23.39,0.00,66.07,66.22,20887.23,0.11,0.04,0.00
291,50,10,10,10,5816.40,26.98,2.40,0.41,21720398.43,21767900.53,0.21,19.30,0.00,164.34,160.58,0.00,0.00,0.00,0.00,1.71,0.60,9553520.27,9331345.37,0.24,22.75,0.00,73.92,71.38,679.13,0.02,-0.04,0.03
292,50,10,10,10,6012.00,28.00,2.47,0.41,21824587.93,21951123.60,0.22,19.50,0.00,166.20,167.20,0.00,0.00,0.00,0.00,1.78,0.63,9779540.66,9804166.12,0.25,23.42,0.00,74.25,74.50,692.49,0.02,-0.04,0.03
293,50,10,10,10,6007.67,26.19,2.08,0.39,22820091.59,23773802.93,0.19,18.59,0.00,181.53,176.30,0.00,0.00,0.00,0.05,2.12,0.69,13131932.02,13261416.93,0.24,22.90,0.00,101.79,101.17,3927.88,0.06,0.03,0.07
294,50,10,10,10,6079.00,27.00,2.12,0.40,23965292.18,24106242.59,0.20,19.50,0.00,182.59,183.59,0.00,0.00,0.00,0.06,2.17,0.70,13445025.52,13488778.10,0.24,23.50,0.00,102.31,102.72,3974.06,0.07,0.03,0.07
295,50,10,10,50,5077.72,28.78,2.03,0.46,3930257.47,4062325.40,0.22,18.53,0.00,30.63,30.34,0.00,0.00,0.00,0.00,0.96,0.40,2263591.39,2228684.59,0.03,22.78,0.00,17.09,16.49,36129.11,0.16,0.05,0.03
296,50,10,10,50,5188.00,29.00,2.10,0.47,4063499.60,4084632.25,0.22,19.30,0.00,30.65,30.85,0.00,0.00,0.00,0.00,1.00,0.41,2279039.14,2282550.00,0.03,23.46,0.00,17.11,17.16,37873.44,0.17,0.05,0.03
297,50,10,10,50,5833.08,26.75,2.09,0.51,7096414.21,7147104.03,0.23,18.92,0.00,55.17,53.89,0.00,0.00,0.00,0.00,0.98,0.39,4392340.51,4563936.43,0.04,23.06,0.00,33.93,35.10,30653.02,0.18,-0.06,0.00
298,50,10,10,50,6117.00,28.00,2.14,0.52,7300765.64,7342627.32,0.25,19.52,0.00,55.36,55.73,0.00,0.00,0.00,0.00,1.00,0.40,4622144.03,4639768.81,0.04,23.38,0.00,34.97,35.14,31208.36,0.18,-0.06,0.00
299,50,10,10,50,4899.52,27.83,1.73,0.37,11850618.21,12111915.85,0.26,19.10,0.00,89.94,92.47,0.00,0.00,0.00,0.09,0.96,0.35,7464412.80,7511419.32,0.05,23.20,0.00,57.65,55.33,29242.62,0.18,0.02,0.00
300,50,10,10,50,4938.00,29.00,1.75,0.39,12121837.65,12194981.70,0.27,19.48,0.00,92.20,92.70,0.00,0.00,0.00,0.09,1.00,0.37,7602609.36,7628257.94,0.05,23.24,0.00,57.70,58.06,30253.44,0.18,0.02,0.00
301,50,10,10,50,5382.36,27.19,1.71,0.34,17683896.84,17453550.50,0.24,19.18,0.00,132.93,138.07,0.00,0.00,0.00,0.05,0.98,0.36,9919982.91,9773719.29,0.04,23.09,0.00,75.99,76.60,32407.94,0.21,-0.03,0.00
302,50,10,10,50,5415.00,28.00,1.78,0.36,18024766.67,18136994.72,0.24,19.39,0.00,137.22,138.11,0.00,0.00,0.00,0.05,1.00,0.37,10152973.61,10188585.52,0.04,23.18,0.00,77.21,77.55,32678.46,0.21,-0.03,0.00
303,50,10,10,50,4988.30,28.07,2.37,0.48,22365625.31,21890429.65,0.23,19.32,0.00,170.80,171.78,0.00,0.00,0.00,0.05,0.99,0.38,11314183.29,11716921.10,0.04,22.80,0.00,86.36,87.98,50057.23,0.24,-0.01,0.11
304,50,10,10,50,5202.00,29.00,2.44,0.49,22652337.94,22800001.89,0.24,19.39,0.00,172.50,173.67,0.00,0.00,0.00,0.06,1.00,0.40,11679080.28,11726032.92,0.04,23.44,0.00,88.78,89.17,51032.72,0.26,-0.01,0.11
305,50,10,10,100,4907.64,27.70,4.49,0.97,3992543.69,3950144.07,0.26,18.95,0.00,30.52,30.20,0.00,0.00,0.00,0.05,0.97,0.38,2233006.79,2231568.63,0.03,22.99,0.00,16.79,17.06,55987.19,0.25,-0.05,0.14
306,50,10,10,100,5071.00,29.00,4.60,0.99,4096008.75,4116703.60,0.26,19.71,0.00,30.95,31.10,0.00,0.00,0.00,0.05,1.00,0.40,2345503.03,2345812.56,0.03,23.41,0.00,17.64,17.64,58588.83,0.26,-0.05,0.14
307,50,10,10,100,4817.47,27.62,2.59,0.64,7045449.01,7098193.82,0.23,18.73,0.00,53.73,55.92,0.00,0.00,0.00,0.00,0.97,0.41,4412263.11,4510494.80,0.03,23.37,0.00,33.00,33.69,35738.06,0.21,0.02,0.05
308,50,10,10,100,5062.00,29.00,2.68,0.66,7406684.41,7453153.64,0.23,19.30,0.00,56.18,56.50,0.00,0.00,0.00,0.00,1.00,0.41,4546943.38,4557310.30,0.03,23.38,0.00,34.35,34.46,37282.32,0.21,0.02,0.05
309,50,10,10,100,5298.26,28.91,1.52,0.34,11710970.66,11952733.17,0.23,19.61,0.00,90.63,92.85,0.00,0.00,0.00,0.05,0.96,0.37,7609676.84,7348660.50,0.03,22.86,0.00,55.37,55.43,42477.67,0.18,-0.01,0.09
310,50,10,10,100,5326.00,29.00,1.55,0.34,12222942.90,12304607.70,0.23,19.70,0.00,93.00,93.55,0.00,0.00,0.00,0.05,1.00,0.37,7654551.15,7672635.61,0.03,23.18,0.00,58.12,58.27,44436.48,0.19,-0.01,0.09
311,50,10,10,100,5630.66,27.23,2.26,0.64,12616264.44,12547713.36,0.23,19.36,0.00,96.96,95.96,0.00,0.00,0.00,0.00,0.99,0.35,9862864.63,10010322.60,0.03,22.74,0.00,77.27,76.11,12580.42,0.17,-0.01,0.03
312,50,10,10,100,5721.00,28.00,2.36,0.66,12948049.16,13037528.36,0.24,19.58,0.00,98.48,99.04,0.00,0.00,0.00,0.00,1.00,0.37,10166486.42,10203353.09,0.03,23.26,0.00,77.27,77.61,12746.73,0.17,-0.01,0.03
